Season,TeamName,AdjTempo,AdjOE,AdjDE,AdjEM,seed
2019,Eastern Kentucky,76.5111,99.3705,105.935,-6.56417,
2019,Eastern Michigan,62.7783,103.466,102.723,0.742492,
2019,Eastern Washington,67.6895,101.025,107.597,-6.57263,
2019,Elon,67.8928,99.0197,111.132,-12.1123,
2019,Evansville,69.4106,99.4071,104.781,-5.37426,
2019,Fairfield,67.746,95.8679,107.364,-11.4958,
2019,Fairleigh Dickinson,66.8424,106.296,110.55,-4.25382,16
2019,FIU,77.4502,101.974,105.229,-3.25445,
2019,Florida,62.7575,110.318,91.9997,18.3178,10
2019,Florida A&M,64.8227,89.0589,103.329,-14.2705,
2019,Florida Atlantic,67.4762,99.4513,99.4673,-0.0160237,
2019,Florida Gulf Coast,67.8928,101.446,106.134,-4.68767,
2019,Florida St.,68.3149,113.105,90.5492,22.5555,4
2019,Fordham,65.0718,96.6012,104.444,-7.84296,
2019,Fresno St.,67.7956,108.342,98.6537,9.68874,
2019,Furman,66.5287,108.951,96.3217,12.6289,
2019,Gardner Webb,67.1554,107.597,108.343,-0.74626,16
2019,George Mason,67.6396,104.509,103.839,0.670296,
2019,George Washington,67.1197,95.3426,106.012,-10.6692,
2019,Georgetown,71.9696,109.356,101.849,7.50747,
2019,Georgia,68.3371,105.916,101.784,4.13128,
2019,Georgia Southern,73.1173,108.5,102.091,6.40814,
2019,Georgia St.,69.7679,108.11,102.806,5.30459,14
2019,Georgia Tech,66.7161,101.936,95.9947,5.9415,
2019,Gonzaga,69.8432,125.258,92.3982,32.8597,1
2019,Grambling St.,69.7121,94.7544,104.175,-9.42043,
2019,Grand Canyon,67.6243,108.192,101.966,6.22596,
2019,Green Bay,73.5719,102.944,106.59,-3.64592,
2019,Hampton,70.9137,107.584,110.147,-2.56357,
2019,Hartford,66.5938,108.43,110.672,-2.24228,
2019,Harvard,67.4255,104.049,99.2428,4.80577,
2019,Hawaii,66.2708,103.596,106.626,-3.03054,
2019,High Point,63.6087,99.2527,104.773,-5.52055,
2019,Hofstra,67.2893,116.383,108.91,7.47349,
2019,Holy Cross,63.5023,101.082,107.877,-6.79496,
2019,Houston,66.2386,114.646,91.2253,23.4204,3
2019,Houston Baptist,73.8,102.973,112.573,-9.59988,
2019,Howard,71.1363,101.934,114.318,-12.3839,
2019,Idaho,65.2567,94.9081,118.803,-23.8946,
2019,Idaho St.,66.7836,101.941,118.227,-16.2865,
2019,Illinois,70.4644,109.203,100.702,8.50048,
2019,Illinois Chicago,69.9454,100.475,103.698,-3.2224,
2019,Illinois St.,66.6517,101.165,104.672,-3.50736,
2019,Incarnate Word,64.8721,97.5036,120.355,-22.8515,
2019,Indiana,66.4982,110.231,94.9474,15.2833,
2019,Indiana St.,68.8429,101.115,105.256,-4.14132,
2019,Iona,70.5899,106.647,109.738,-3.09157,16
2019,Iowa,69.4254,117.289,101.336,15.9537,10
2019,Iowa St.,67.6737,119.122,97.2626,21.8596,6
2019,IUPUI,68.5083,103.956,106.537,-2.58039,
2019,Jackson St.,65.0188,89.8877,104.725,-14.8377,
2019,Jacksonville,70.8909,98.7836,106.395,-7.61162,
2019,Jacksonville St.,67.5687,104.997,99.548,5.44921,
2019,James Madison,65.1243,101.015,110.882,-9.86718,
2019,Kansas,69.9998,112.885,92.1354,20.7494,4
2019,Kansas St.,63.1135,108.077,87.8459,20.2312,4
2019,Kennesaw St.,68.1688,91.7907,110.952,-19.1609,
2019,Kent St.,67.3553,109.698,106.875,2.8229,
2019,Kentucky,65.9094,118.358,90.8807,27.477,2
2019,La Salle,68.8214,99.9355,105.1,-5.16485,
2019,Lafayette,68.8134,101.494,112.767,-11.2727,
2019,Lamar,68.202,103.203,107.736,-4.53294,
2019,Lehigh,71.4789,108.741,109.534,-0.793777,
2019,Liberty,61.8485,110.669,99.8723,10.7968,12
2019,Lipscomb,72.9291,110.123,96.8914,13.2317,
2019,Little Rock,70.3574,99.8495,104.776,-4.92598,
2019,LIU Brooklyn,70.7748,98.2145,106.402,-8.18721,
2019,Long Beach St.,71.4724,101.15,106.142,-4.9923,
2019,Longwood,67.0043,96.4147,106.611,-10.1963,
2019,Louisiana,72.0226,106.62,107.787,-1.16701,
2019,Louisiana Monroe,66.3427,112.45,109.343,3.10696,
2019,Louisiana Tech,65.348,104.823,101.866,2.95692,
2019,Louisville,67.195,113.503,92.4983,21.0045,7
2019,Loyola Chicago,62.3874,104.304,100.156,4.1479,
2019,Loyola Marymount,62.7708,103.697,100.266,3.43185,
2019,Loyola MD,68.4485,101.567,110.29,-8.72289,
2019,LSU,69.9424,118.62,97.6208,20.9994,3
2019,Maine,63.9738,93.185,111.836,-18.6505,
2019,Manhattan,61.7488,89.4701,104.696,-15.2261,
2019,Marist,64.4171,100.142,109.654,-9.51165,
2019,Marquette,68.6533,114.27,95.8589,18.4109,5
2019,Marshall,73.949,108.048,108.204,-0.155229,
2019,Maryland,65.6956,113.946,93.966,19.9801,6
2019,Maryland Eastern Shore,62.9984,85.2079,114.908,-29.7002,
2019,Massachusetts,67.2282,102.912,109.066,-6.15448,
2019,McNeese St.,66.2284,98.1238,114.664,-16.5407,
2019,Memphis,74.1181,109.145,98.2269,10.918,
2019,Mercer,66.7299,103.674,106.272,-2.59743,
2019,Miami FL,66.9253,110.079,100.399,9.67941,
2019,Miami OH,66.2374,104.806,103.039,1.76757,
2019,Michigan,64.652,115.716,86.0482,29.6683,2
2019,Michigan St.,67.6316,121.681,90.5738,31.1072,2
2019,Middle Tennessee,67.5593,98.231,105.442,-7.21082,
2019,Milwaukee,65.9686,98.2622,109.636,-11.3743,
2019,Minnesota,67.5056,110.803,96.3335,14.4692,10
2019,Mississippi,68.4026,112.857,97.8407,15.0161,8
2019,Mississippi St.,67.4913,117.496,96.8328,20.6633,5
2019,Mississippi Valley St.,69.1234,89.5406,114.63,-25.0895,
2019,Missouri,64.7029,106.815,97.0623,9.75309,
2019,Missouri St.,65.3508,102.999,103.925,-0.926279,
2019,Monmouth,67.3645,93.1286,104.014,-10.8856,
2019,Montana,66.6216,107.472,103.933,3.53882,15
2019,Montana St.,69.9073,107.56,115.199,-7.6393,
2019,Morehead St.,67.0819,102.321,110.041,-7.72013,
2019,Morgan St.,71.9875,92.5883,110.633,-18.0449,
2019,Mount St. Mary's,67.0711,94.7179,109.957,-15.2388,
2019,Murray St.,69.0814,112.132,98.847,13.2854,12
2019,Navy,66.8533,97.2234,107.125,-9.90147,
2019,Nebraska,66.3317,112.697,97.1768,15.5202,
2019,Nebraska Omaha,67.7939,110.024,110.381,-0.356739,
2019,Nevada,69.283,114.125,95.1961,18.9289,7
2019,New Hampshire,65.5487,84.2856,107.339,-23.0534,
2019,New Mexico,72.7249,104.028,105.623,-1.59502,
2019,New Mexico St.,65.6538,112.733,99.1319,13.6009,12
2019,New Orleans,68.2471,97.0972,104.766,-7.66904,
2019,Niagara,69.5652,101.703,115.26,-13.557,
2019,Nicholls St.,68.4178,98.7697,111.409,-12.6388,
2019,NJIT,66.514,101.241,102.518,-1.27682,
2019,Norfolk St.,69.1757,97.6457,106.044,-8.39809,
2019,North Alabama,68.3699,95.0784,105.26,-10.1815,
2019,North Carolina,74.3542,120.026,90.8372,29.1883,1
2019,North Carolina A&T,65.6116,96.4599,108.042,-11.5821,
2019,North Carolina Central,65.2686,96.7551,108.661,-11.9057,16
2019,North Carolina St.,70.8339,112.833,96.1733,16.6598,
2019,North Dakota,69.6056,97.444,106.219,-8.77447,
2019,North Dakota St.,64.8533,106.675,109.873,-3.19748,16
2019,North Florida,71.8526,103.847,104.841,-0.994179,
2019,North Texas,65.219,99.6096,99.0909,0.518635,
2019,Northeastern,66.0919,111.619,102.864,8.75462,13
2019,Northern Arizona,68.4259,100.514,112.435,-11.9213,
2019,Northern Colorado,66.3914,102.287,104.722,-2.43417,
2019,Northern Illinois,65.8369,108.93,105.071,3.85925,
2019,Northern Iowa,64.3083,101.233,102.385,-1.15241,
2019,Northern Kentucky,67.9846,109.341,102.823,6.51829,14
2019,Northwestern,65.8947,103.032,93.4766,9.55582,
2019,Northwestern St.,68.5005,90.0257,109.727,-19.7016,
2019,Notre Dame,65.1386,108.344,100.761,7.58373,
2019,Oakland,68.5654,107.403,109.543,-2.1402,
2019,Ohio,69.1647,98.7126,100.251,-1.53811,
2019,Ohio St.,65.7436,109.375,94.3414,15.0331,11
2019,Oklahoma,68.7492,109.532,93.9849,15.5475,9
2019,Oklahoma St.,65.944,109.02,101.381,7.63986,
2019,Old Dominion,64.3576,102.052,96.4764,5.57545,14
2019,Oral Roberts,66.7725,103.425,114.151,-10.7253,
2019,Oregon,64.1339,107.832,92.668,15.1644,12
2019,Oregon St.,65.5972,111.277,103.399,7.87777,
2019,Pacific,64.9903,99.8831,104.358,-4.47462,
2019,Penn,66.7822,104.253,99.9635,4.28975,
2019,Penn St.,67.5876,109.605,94.1892,15.4155,
2019,Pepperdine,70.2199,106.77,105.341,1.42924,
2019,Pittsburgh,66.919,105.244,98.154,7.08993,
2019,Portland,66.7407,94.3744,109.993,-15.6191,
2019,Portland St.,68.9652,101.613,111.989,-10.3761,
2019,Prairie View A&M,71.0282,101.655,105.959,-4.3033,16
2019,Presbyterian,67.6966,109.186,111.141,-1.9555,
2019,Princeton,67.5206,98.9423,99.9657,-1.02348,
2019,Providence,67.742,105.072,95.1255,9.94696,
2019,Purdue,65.6852,121.212,95.1747,26.0368,3
2019,Purdue Fort Wayne,71.5628,106.633,108.917,-2.28366,
2019,Quinnipiac,66.7534,104.477,110.458,-5.98115,
2019,Radford,64.3989,108.794,104.35,4.44363,
2019,Rhode Island,67.4715,103.906,101.219,2.68626,
2019,Rice,70.0641,102.975,110.436,-7.46114,
2019,Richmond,65.8734,106.881,110.117,-3.23586,
2019,Rider,73.8396,101.373,105.888,-4.51423,
2019,Robert Morris,66.0161,94.8877,103.653,-8.76571,
2019,Rutgers,67.5642,105.635,96.3336,9.30177,
2019,Sacramento St.,68.0208,96.3021,105.851,-9.54875,
2019,Sacred Heart,71.8917,104.149,110.86,-6.71136,
2019,Saint Joseph's,68.4575,105.285,107.012,-1.72631,
2019,Saint Louis,66.2813,102.762,96.5508,6.21093,13
2019,Saint Mary's,62.7127,114.806,97.0644,17.7412,11
2019,Saint Peter's,63.1308,94.4771,108.132,-13.6552,
2019,Sam Houston St.,66.0555,106.007,106.876,-0.869301,
2019,Samford,69.0957,106.678,104.437,2.24158,
2019,San Diego,66.8715,106.079,98.1742,7.90505,
2019,San Diego St.,66.5755,103.852,98.8084,5.04342,
2019,San Francisco,66.4558,111.871,101.89,9.98116,
2019,San Jose St.,69.2045,91.8564,113.703,-21.8462,
2019,Santa Clara,66.2174,101.915,103.752,-1.83636,
2019,Savannah St.,74.8143,96.3102,116.081,-19.7704,
2019,Seattle,67.2344,100.858,102.272,-1.41345,
2019,Seton Hall,68.9881,109.419,96.5216,12.897,10
2019,Siena,60.5362,100.636,109.04,-8.40413,
2019,SIU Edwardsville,69.5881,96.6258,113.112,-16.4865,
2019,SMU,64.9297,112.094,106.942,5.15179,
2019,South Alabama,66.2731,103.076,107.589,-4.51251,
2019,South Carolina,70.1372,108.038,98.3625,9.67596,
2019,South Carolina St.,66.8609,97.9782,116.815,-18.837,
2019,South Dakota,66.8453,100.463,106.165,-5.70227,
2019,South Dakota St.,70.9352,112.185,105.101,7.08411,
2019,South Florida,67.1392,102.439,97.3611,5.07787,
2019,Southeast Missouri St.,67.5331,97.4716,109.95,-12.478,
2019,Southeastern Louisiana,65.1616,99.3761,105.264,-5.88748,
2019,Southern,65.6097,93.8379,112.246,-18.4083,
2019,Southern Illinois,65.706,104.311,102.614,1.69709,
2019,Southern Miss,64.7381,106.637,100.225,6.41249,
2019,Southern Utah,70.9797,96.5791,106.484,-9.90455,
2019,St. Bonaventure,64.0103,102.213,96.9808,5.23178,
2019,St. Francis NY,68.34,95.8416,105.34,-9.49861,
2019,St. Francis PA,68.0578,105.254,113.376,-8.12202,
2019,St. John's,70.5516,109.782,101.044,8.73784,11
2019,Stanford,69.8553,103.388,98.2791,5.10938,
2019,Stephen F. Austin,68.7379,95.4345,108.171,-12.7361,
2019,Stetson,68.7835,97.6725,113.502,-15.8296,
2019,Stony Brook,68.9649,99.2484,100.002,-0.753831,
2019,Syracuse,66.1282,110.328,94.027,16.3006,8
2019,TCU,68.8364,110.488,96.3013,14.1865,
2019,Temple,68.8256,108.991,99.563,9.42783,11
2019,Tennessee,67.7089,123.521,95.1912,28.33,2
2019,Tennessee Martin,68.3765,104.664,115.29,-10.6266,
2019,Tennessee St.,69.3568,98.5184,109.595,-11.0761,
2019,Tennessee Tech,68.214,89.5428,104.721,-15.1779,
2019,Texas,64.296,114.195,96.2893,17.9058,
2019,Texas A&M,67.3408,107.015,99.5253,7.49024,
2019,Texas A&M Corpus Chris,64.8174,94.615,104.511,-9.89627,
2019,Texas Southern,74.5656,104.097,108.598,-4.50115,
2019,Texas St.,65.0955,102.129,97.7659,4.36263,
2019,Texas Tech,66.6081,112.826,86.0594,26.7664,3
2019,The Citadel,73.5807,106.697,114.283,-7.58535,
2019,Toledo,67.529,110.121,98.1335,11.9879,
2019,Towson,63.4307,100.173,110.655,-10.4821,
2019,Troy,66.9376,102.874,110.288,-7.41395,
2019,Tulane,69.672,96.6042,107.371,-10.7668,
2019,Tulsa,68.7401,104.782,100.537,4.24435,
2019,UAB,64.9756,106.461,104.656,1.80543,
2019,UC Davis,65.7869,96.3263,103.806,-7.47945,
2019,UC Irvine,65.1511,106.73,97.2616,9.46882,13
2019,UC Riverside,63.2093,98.1939,113.142,-14.9477,
2019,UC Santa Barbara,64.6062,105.167,105.964,-0.797084,
2019,UCF,64.8462,110.45,95.8589,14.5908,9
2019,UCLA,72.4306,108.526,102.683,5.84276,
2019,UMass Lowell,69.7681,104.416,112.272,-7.85618,
2019,UMBC,64.8927,96.0249,101.78,-5.75494,
2019,UMKC,66.2425,101.035,107.165,-6.12982,
2019,UNC Asheville,61.8383,92.8607,116.993,-24.1326,
2019,UNC Greensboro,67.4805,106.664,98.0639,8.60002,
2019,UNC Wilmington,69.2046,105.397,114.439,-9.04259,
2019,UNLV,67.4201,105.96,106.115,-0.15519,
2019,USC,69.4752,109.334,101.694,7.64056,
2019,USC Upstate,67.9763,92.9065,111.455,-18.5483,
2019,UT Arlington,66.0335,101.672,99.8287,1.84339,
2019,UT Rio Grande Valley,70.1684,99.406,99.7318,-0.325794,
2019,Utah,66.2949,114.325,108.937,5.38811,
2019,Utah St.,67.8638,113.115,96.4583,16.6564,8
2019,Utah Valley,68.419,109.133,101.946,7.18641,
2019,UTEP,67.8851,89.967,101.189,-11.2224,
2019,UTSA,72.0201,105.829,104.172,1.65687,
2019,Valparaiso,65.148,98.0434,102.959,-4.91516,
2019,Vanderbilt,67.1671,102.112,101.292,0.819325,
2019,VCU,68.2479,104.427,88.741,15.6858,8
2019,Vermont,65.3836,108.137,99.4159,8.72155,13
2019,Villanova,63.675,117.095,98.3195,18.7752,6
2019,Virginia,59.3365,123.693,88.0404,35.6526,1
2019,Virginia Tech,63.3196,118.551,94.0834,24.4675,4
2019,VMI,71.4919,102.349,112.388,-10.0391,
2019,Wagner,63.7052,93.8852,107.328,-13.4424,
2019,Wake Forest,67.466,104.729,104.927,-0.197863,
2019,Washington,65.9283,107.084,93.7514,13.3325,9
2019,Washington St.,70.5265,106.015,110.332,-4.31621,
2019,Weber St.,71.036,101.44,106.493,-5.05333,
2019,West Virginia,70.248,109.192,101.889,7.30326,
2019,Western Carolina,69.4279,101.765,110.981,-9.21526,
2019,Western Illinois,67.2475,97.4303,108.402,-10.9717,
2019,Western Kentucky,67.66,104.979,99.7084,5.27079,
2019,Western Michigan,69.1301,99.1136,106.75,-7.63653,
2019,Wichita St.,67.8435,106.012,98.5762,7.43586,
2019,William & Mary,68.5527,103.432,108.085,-4.65241,
2019,Winthrop,72.6379,106.521,107.727,-1.20634,
2019,Wisconsin,63.661,110.931,87.2639,23.6667,5
2019,Wofford,65.7033,118.483,97.7629,20.7206,7
2019,Wright St.,65.0445,106.049,101.737,4.31217,
2019,Wyoming,68.3346,95.0829,108.732,-13.6495,
2019,Xavier,64.8689,110.919,100.556,10.3632,
2019,Yale,70.811,110.552,102.279,8.27244,14
2019,Youngstown St.,66.9679,104.004,112.322,-8.31829,
2018,Abilene Christian,68.4251,98.7584,107.652,-8.89336,NULL
2018,Air Force,65.9345,100.858,106.982,-6.12387,NULL
2018,Akron,67.7289,102.084,110.378,-8.29336,NULL
2018,Alabama,68.7962,108.459,94.6334,13.8252,9
2018,Alabama A&M,65.695,86.7317,115.305,-28.5736,NULL
2018,Alabama St.,68.7067,95.9583,116.08,-20.1217,NULL
2018,Albany,66.1383,107.317,105.879,1.43775,NULL
2018,Alcorn St.,67.9299,95.1709,114.78,-19.6089,NULL
2018,American,66.5061,95.8765,112.092,-16.2153,NULL
2018,Appalachian St.,70.0171,103.761,107.814,-4.05258,NULL
2018,Arizona,67.313,119.012,99.6425,19.3692,4
2018,Arizona St.,71.5605,117.651,102.937,14.714,11
2018,Arkansas,69.6899,117.32,101.685,15.635,7
2018,Arkansas Pine Bluff,67.4153,93.7489,110.346,-16.5966,NULL
2018,Arkansas St.,69.5131,104.844,115.299,-10.4554,NULL
2018,Army,70.3704,100.037,108.898,-8.8612,NULL
2018,Auburn,72.2946,118.196,97.5614,20.6348,4
2018,Austin Peay,68.7758,105.23,107.535,-2.30435,NULL
2018,Ball St.,69.8897,103.571,103.881,-0.309988,NULL
2018,Baylor,66.4201,111.2,95.0346,16.1649,NULL
2018,Belmont,66.9012,113.007,103.988,9.01879,NULL
2018,Bethune Cookman,76.0268,99.855,110.955,-11.1004,NULL
2018,Binghamton,66.0295,97.6222,109.808,-12.1856,NULL
2018,Boise St.,68.3666,110.617,97.4901,13.127,NULL
2018,Boston College,70.1484,113.834,103.118,10.716,NULL
2018,Boston University,67.4842,100.406,108.792,-8.38666,NULL
2018,Bowling Green,70.0539,102.363,108.678,-6.31489,NULL
2018,Bradley,65.7438,104.533,100.759,3.77418,NULL
2018,Brown,71.6575,101.118,110.291,-9.17291,NULL
2018,Bryant,70.0727,99.1515,120.91,-21.7588,NULL
2018,Bucknell,71.4452,109.182,102.368,6.8137,14
2018,Buffalo,72.8022,114.284,103.791,10.4931,13
2018,Butler,67.8456,115.758,97.8916,17.8667,10
2018,BYU,67.3485,109.043,98.0758,10.967,NULL
2018,Cal Poly,66.1817,98.6925,113.371,-14.6783,NULL
2018,Cal St. Bakersfield,65.3109,97.8823,104.201,-6.31828,NULL
2018,Cal St. Fullerton,69.5384,104.984,103.669,1.3154,15
2018,Cal St. Northridge,65.726,97.1748,113.29,-16.1148,NULL
2018,California,68.6367,98.7142,105.496,-6.78228,NULL
2018,Campbell,67.9112,104.711,110.369,-5.65788,NULL
2018,Canisius,68.6964,107.802,104.329,3.47331,NULL
2018,Central Arkansas,72.6483,106.065,109.695,-3.6301,NULL
2018,Central Connecticut,64.4696,98.3842,110.992,-12.6074,NULL
2018,Central Michigan,67.2261,108.06,108.518,-0.458209,NULL
2018,Charleston Southern,66.42,99.5751,107.201,-7.62623,NULL
2018,Charlotte,71.1708,99.2459,112.812,-13.5659,NULL
2018,Chattanooga,65.4585,99.5772,112.148,-12.5706,NULL
2018,Chicago St.,72.1254,96.8943,119.36,-22.466,NULL
2018,Cincinnati,64.6798,113.155,86.158,26.9966,2
2018,Clemson,65.6205,113.774,93.5052,20.2693,5
2018,Cleveland St.,67.0338,97.8525,110.479,-12.6266,NULL
2018,Coastal Carolina,67.7749,102.108,106.185,-4.07686,NULL
2018,Colgate,66.2209,105.332,109.443,-4.11154,NULL
2018,College of Charleston,64.6463,109.887,105.153,4.73418,13
2018,Colorado,67.7413,105.412,99.7361,5.67601,NULL
2018,Colorado St.,69.5997,102.992,108.542,-5.55015,NULL
2018,Columbia,69.9189,107.532,113.676,-6.14405,NULL
2018,Connecticut,66.9317,105.308,105.56,-0.251352,NULL
2018,Coppin St.,67.0236,86.7585,110.733,-23.9745,NULL
2018,Cornell,69.1552,104.811,113.789,-8.97831,NULL
2018,Creighton,70.8444,116.454,99.1744,17.2792,8
2018,Dartmouth,66.7574,98.7331,110.886,-12.1529,NULL
2018,Davidson,64.1645,117.399,102.494,14.9051,12
2018,Dayton,66.1889,108.662,108.587,0.0754615,NULL
2018,Delaware,65.8879,102.21,109.935,-7.7246,NULL
2018,Delaware St.,64.8606,90.5592,118.528,-27.9685,NULL
2018,Denver,66.4442,103.105,106.924,-3.81948,NULL
2018,DePaul,69.8151,104.75,98.0134,6.73631,NULL
2018,Detroit,72.3511,102.603,117.28,-14.6765,NULL
2018,Drake,68.0323,106.797,105.562,1.23476,NULL
2018,Drexel,69.0006,103.158,111.015,-7.85724,NULL
2018,Duke,70.0021,122.602,93.467,29.1348,2
2018,Duquesne,66.2143,104.905,108.458,-3.55272,NULL
2018,East Carolina,68.6719,97.1148,109.838,-12.7236,NULL
2018,East Tennessee St.,67.5968,105.603,98.0734,7.52941,NULL
2018,Eastern Illinois,65.5099,99.2873,107.511,-8.22371,NULL
2018,Eastern Kentucky,68.5091,101.898,113.032,-11.1333,NULL
2018,Eastern Michigan,64.5311,103.38,101.296,2.08468,NULL
2018,Eastern Washington,66.1275,108.344,104.864,3.47985,NULL
2018,Elon,67.277,103.814,111.63,-7.81591,NULL
2018,Evansville,65.653,99.4854,96.8294,2.65607,NULL
2018,Fairfield,70.4743,102.399,106.606,-4.20669,NULL
2018,Fairleigh Dickinson,70.4182,102.606,112.46,-9.85364,NULL
2018,FIU,68.9895,98.312,104.495,-6.1826,NULL
2018,Florida,66.7986,115.14,96.4262,18.7137,6
2018,Florida A&M,67.035,95.921,117.051,-21.13,NULL
2018,Florida Atlantic,69.2321,95.8007,102.805,-7.00379,NULL
2018,Florida Gulf Coast,71.2364,108.292,104.875,3.41726,NULL
2018,Florida St.,71.6051,115.822,99.9984,15.8239,9
2018,Fordham,65.9279,94.7467,106.371,-11.6247,NULL
2018,Fort Wayne,72.5983,107.616,106.447,1.16871,NULL
2018,Fresno St.,66.5742,110.083,99.8844,10.1991,NULL
2018,Furman,68.586,109.301,101.88,7.42108,NULL
2018,Gardner Webb,67.6819,97.8426,106.464,-8.62118,NULL
2018,George Mason,69.0072,102.424,107.583,-5.15972,NULL
2018,George Washington,65.7579,103.751,106.445,-2.69404,NULL
2018,Georgetown,70.4309,109.801,102.858,6.94308,NULL
2018,Georgia,64.3908,107.77,95.8592,11.9104,NULL
2018,Georgia Southern,68.8109,106.317,104.553,1.76452,NULL
2018,Georgia St.,66.8969,109.045,101.835,7.20921,15
2018,Georgia Tech,66.1029,103.961,98.9358,5.02521,NULL
2018,Gonzaga,68.9851,119.824,95.0891,24.7352,4
2018,Grambling St.,72.2164,94.4781,106.366,-11.8877,NULL
2018,Grand Canyon,69.04,102.4,96.902,5.4981,NULL
2018,Green Bay,72.1954,99.8417,109.068,-9.22594,NULL
2018,Hampton,71.6117,101.717,109.277,-7.5593,NULL
2018,Hartford,66.4118,102.66,107.465,-4.80558,NULL
2018,Harvard,65.4558,101.431,99.2919,2.13911,NULL
2018,Hawaii,67.8091,99.5787,102.705,-3.12592,NULL
